TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
Bcl6	Smap2	0.93306	50.45	0.452	rgb(222,131,132)	1.9902	None
Bcl6	Ptpn22	0.9058	50.32	0.316	rgb(220,157,157)	1.9876	None
Bcl6	Ppp1r16b	0.90416	50.31	0.307	rgb(220,158,159)	1.9874	None
Bcl6	Rgs9	0.86075	49.4	0.401	rgb(221,140,141)	1.9692	None
Bcl6	Cblb	0.8541	49.34	0.341	rgb(221,152,153)	1.968	None
Bcl6	Tagap	0.75224	46.52	0.517	rgb(223,118,119)	1.9115	2,2
Bcl6	Mbp	-0.71591	45.53	-5.3E-01	rgb(101,146,237)	1.8917	None
Bcl6	Cd226	0.66137	44.34	0.34	rgb(221,152,153)	1.8678	None
Bcl6	Mapkapk2	-0.62602	43.06	-5.9E-02	rgb(204,209,219)	1.8422	None
Bcl6	Rn45s	0.46778	39.29	0.291	rgb(220,161,162)	1.7667	2,2
Bcl6	Dgat1	-0.45763	39.17	-1.7E-01	rgb(180,194,224)	1.7643	None
Bcl6	Cables1	0.41569	38.19	0.192	rgb(219,180,181)	1.7447	None
Bcl6	Cryaa	0.35682	36.2	0.196	rgb(219,180,180)	1.7048	2,2
Bcl6	Il17f	0.33091	36.24	0.238	rgb(220,172,172)	1.7056	None
Bcl6	Hspa1a	0.25382	34.41	0.409	rgb(222,139,140)	1.669	2,2
Bcl6	Foxo1	0.25266	34.4	0.4	rgb(221,141,141)	1.6688	2,2
Bcl6	Atxn7	0.059255	30.31	0.307	rgb(220,158,159)	1.5869	None
Creb3l1	Sytl3	0.83599	48.55	0.552	rgb(223,112,113)	1.9521	2,2
Epas1	Ncr1	0.90835	50.34	0.337	rgb(221,153,153)	1.988	None
Epas1	Dhx40	0.36267	37.01	0.006	rgb(217,216,216)	1.7211	2,2
Epas1	Cd226	-0.14313	32	-3.2E-03	rgb(216,217,217)	1.6207	None
Foxo1	Stat3	0.83269	48.5	0.502	rgb(223,121,122)	1.9511	2,2
Nfkb1	Itk	0.90416	50.31	0.314	rgb(220,157,158)	1.9874	None
Nfkb1	Cish	0.82502	48.42	0.423	rgb(222,136,137)	1.9495	None
Nfkb1	Cnnm2	0.76449	47.23	0.23	rgb(220,173,173)	1.9257	None
Nfkb1	Ppp3ca	0.18316	33.28	0.281	rgb(220,163,164)	1.6464	None
Nfkb1	Ell2	0.088906	31.42	0.418	rgb(222,137,138)	1.6091	2,2
Nfkb2	Ppp3ca	-0.97546	50.62	-6.2E-01	rgb( 83,135,240)	1.9936	None
Nfkb2	Cnnm2	0.8715	49.47	0.47	rgb(222,127,128)	1.9706	None
Nfkb2	Emb	0.7326	46.3	0.297	rgb(220,160,161)	1.9071	None
Nfkb2	Nrp1	0.69078	45.25	0.245	rgb(220,170,171)	1.8861	None
Nfkb2	Itga4	-0.62398	43.32	-3.2E-01	rgb(147,175,229)	1.8474	None
Nfkb2	Cables1	0.6186	43.26	0.264	rgb(220,167,167)	1.8462	None
Nfkb2	Birc2	0.48411	39.18	0.183	rgb(219,182,182)	1.7645	None
Nfkb2	Dgat1	0.39043	37.36	0.357	rgb(221,149,150)	1.7281	2,2
Nfkb2	Cblb	-0.28755	35.28	-2.8E-01	rgb(156,180,228)	1.6864	None
Nfkb2	Cd226	-0.086476	31.06	-5.5E-02	rgb(205,210,219)	1.6019	None
Skil	Ell2	0.82347	48.41	0.407	rgb(221,139,140)	1.9493	2,2
Skil	Epas1	0.7792	47.32	0.315	rgb(220,157,157)	1.9275	2,2
Stat3	Rgs9	0.82859	48.46	0.465	rgb(222,128,129)	1.9503	2,2
Stat3	Foxo1	0.75436	46.45	0.454	rgb(222,130,131)	1.9101	2,2
Stat3	Nfkb2	0.34006	35.45	0.447	rgb(222,132,132)	1.6898	2,2
